,N_People
8591,0
8592,8
8593,8
8594,0
8595,9
8596,8
8597,9
8598,1
8599,7
8600,7
8601,7
8602,1
8603,8
8604,7
8605,9
8606,2
8607,9
8608,7
8609,11
8610,6
8611,2
8612,7
8613,8
8614,8
8615,0
8616,8
8617,8
8618,7
8619,0
8620,4
8621,8
8622,0
8623,11
8624,2
8625,10
8626,0
8627,5
8628,7
8629,7
8630,8
8631,0
8632,8
8633,8
8634,7
8635,0
8636,6
8637,11
8638,0
8639,6
8640,9
8641,8
8642,4
8643,2
8644,6
8645,8
8646,5
8647,7
8648,11
8649,4
8650,2
8651,0
8652,0
8653,7
8654,9
8655,11
8656,2
8657,6
8658,6
8659,9
8660,11
8661,6
8662,0
8663,6
8664,0
8665,8
8666,11
8667,1
8668,8
8669,11
8670,7
8671,3
8672,11
8673,6
8674,5
8675,0
8676,8
8677,7
8678,5
8679,9
8680,8
8681,8
8682,6
8683,11
8684,2
8685,8
8686,5
8687,6
8688,8
8689,8
8690,6
8691,8
8692,0
8693,8
8694,6
8695,11
8696,6
8697,5
8698,6
8699,11
8700,0
8701,10
8702,11
8703,7
8704,6
8705,11
8706,0
8707,6
8708,6
8709,7
8710,5
8711,11
8712,8
8713,2
8714,2
8715,0
8716,7
8717,8
8718,0
8719,0
8720,6
8721,9
8722,7
8723,5
8724,7
8725,0
8726,8
8727,11
8728,2
8729,8
8730,8
8731,8
8732,6
8733,11
8734,2
8735,6
8736,2
8737,0
8738,8
8739,0
8740,2
8741,6
8742,0
8743,9
8744,0
8745,6
8746,6
8747,11
8748,8
8749,7
8750,8
8751,6
8752,8
8753,11
8754,0
8755,6
8756,8
8757,7
8758,0
8759,8
8760,6
8761,1
8762,5
8763,8
8764,10
8765,8
8766,0
8767,2
8768,5
8769,8
8770,7
8771,8
8772,2
8773,11
8774,8
8775,8
8776,7
8777,7
8778,11
8779,0
8780,4
8781,5
8782,1
8783,7
8784,0
8785,5
8786,8
8787,6
8788,1
8789,0
8790,11
8791,6
8792,7
8793,6
8794,11
8795,7
8796,9
8797,0
8798,6
8799,7
8800,1
8801,7
8802,5
8803,0
8804,10
8805,8
8806,0
8807,7
8808,1
8809,2
8810,8
8811,8
8812,6
8813,8
8814,7
8815,4
8816,4
8817,4
8818,8
8819,11
8820,6
8821,6
8822,0
8823,6
8824,0
8825,7
8826,7
8827,8
8828,5
8829,1
8830,11
8831,5
8832,8
8833,5
8834,0
8835,8
8836,8
8837,2
8838,7
8839,7
8840,2
8841,0
8842,0
8843,7
8844,2
8845,0
8846,7
8847,11
8848,7
8849,0
8850,0
8851,0
8852,2
8853,6
8854,1
8855,11
8856,9
8857,0
8858,0
8859,8
8860,6
8861,1
8862,7
8863,8
8864,6
8865,8
8866,0
8867,6
8868,8
8869,9
8870,8
8871,0
8872,0
8873,7
8874,8
8875,7
8876,6
8877,8
8878,7
8879,0
8880,5
8881,0
8882,8
8883,2
8884,9
8885,9
8886,8
8887,0
8888,4
8889,7
8890,8
8891,5
8892,5
8893,0
8894,11
8895,8
8896,6
8897,6
8898,9
8899,9
8900,5
8901,11
8902,11
8903,5
8904,8
8905,5
8906,2
8907,0
8908,0
8909,0
8910,11
8911,11
8912,11
8913,6
8914,8
8915,4
8916,8
8917,7
8918,5
8919,9
8920,9
8921,10
8922,2
8923,6
8924,8
8925,9
8926,8
8927,9
8928,7
8929,11
8930,11
8931,10
8932,7
8933,7
8934,11
8935,5
8936,1
8937,0
8938,11
8939,6
8940,6
8941,11
8942,6
8943,8
8944,4
8945,0
8946,1
8947,0
8948,6
8949,4
8950,0
8951,0
8952,10
8953,2
8954,3
8955,0
8956,8
8957,5
8958,6
8959,6
8960,7
8961,5
8962,11
8963,8
8964,5
8965,0
8966,5
8967,1
8968,10
8969,6
8970,11
8971,3
8972,0
8973,5
8974,0
8975,6
8976,8
8977,7
8978,9
8979,5
8980,6
8981,6
8982,6
8983,8
8984,8
8985,5
8986,10
8987,0
8988,7
8989,8
8990,10
8991,6
8992,2
8993,8
8994,8
8995,8
8996,6
8997,6
8998,7
8999,1
9000,0
9001,2
9002,0
9003,3
9004,7
9005,0
9006,2
9007,0
9008,9
9009,9
9010,11
9011,0
9012,7
9013,0
9014,8
9015,9
9016,8
9017,11
9018,9
9019,8
9020,11
9021,6
9022,8
9023,11
9024,8
9025,6
9026,6
9027,11
9028,10
9029,11
9030,8
9031,7
9032,7
9033,2
9034,2
9035,1
9036,0
9037,2
9038,0
9039,6
9040,10
9041,7
9042,0
9043,7
9044,6
9045,8
9046,5
9047,8
9048,9
9049,7
9050,11
9051,2
9052,5
9053,10
9054,11
9055,7
9056,8
9057,7
9058,8
9059,11
9060,5
9061,6
9062,0
9063,6
9064,1
9065,8
9066,6
9067,0
9068,11
9069,7
9070,8
9071,8
9072,7
9073,7
9074,2
9075,11
9076,7
9077,1
9078,11
9079,0
9080,7
9081,7
9082,2
9083,6
9084,2
9085,0
9086,0
9087,1
9088,5
9089,2
9090,7
9091,5
9092,2
9093,0
9094,8
9095,5
9096,5
9097,8
9098,11
9099,8
9100,2
9101,8
9102,2
9103,8
9104,8
9105,8
9106,0
9107,7
9108,7
9109,7
9110,11
9111,2
9112,7
9113,9
9114,7
9115,2
9116,2
9117,6
9118,7
9119,11
9120,5
9121,11
9122,2
9123,8
9124,9
9125,5
9126,11
9127,0
9128,7
9129,11
9130,8
9131,1
9132,10
9133,0
9134,6
9135,8
9136,11
9137,2
9138,6
9139,8
9140,0
9141,2
9142,0
9143,5
9144,8
9145,8
9146,8
9147,8
9148,2
9149,0
9150,5
9151,4
9152,2
9153,11
9154,11
9155,11
9156,6
9157,11
9158,6
9159,6
9160,9
9161,7
9162,5
9163,5
9164,8
9165,7
9166,9
9167,5
9168,5
9169,2
9170,4
9171,9
9172,0
9173,7
9174,2
9175,10
9176,11
9177,0
9178,11
9179,8
9180,8
9181,7
9182,5
9183,7
9184,8
9185,9
9186,2
9187,1
9188,6
9189,11
9190,8
9191,8
9192,11
9193,2
9194,6
9195,6
9196,0
9197,8
9198,7
9199,7
9200,11
9201,3
9202,6
9203,8
9204,7
9205,8
9206,8
9207,6
9208,5
9209,6
9210,6
9211,0
9212,8
9213,2
9214,5
9215,0
9216,0
9217,2
9218,11
9219,2
9220,5
9221,7
9222,0
9223,5
9224,8
9225,11
9226,8
9227,6
9228,8
9229,11
9230,8
9231,3
9232,7
9233,8
9234,0
9235,7
9236,11
9237,6
9238,7
9239,5
9240,6
9241,4
9242,7
9243,8
9244,7
9245,0
9246,8
9247,9
9248,3
9249,5
9250,7
9251,8
9252,8
9253,0
9254,11
9255,11
9256,8
9257,8
9258,0
9259,11
9260,11
9261,5
9262,8
9263,2
9264,8
9265,0
9266,8
9267,7
9268,9
9269,5
9270,3
9271,7
9272,6
9273,0
9274,0
9275,5
9276,2
9277,8
9278,9
9279,0
9280,7
9281,8
9282,6
9283,11
9284,5
9285,0
9286,2
9287,7
9288,0
9289,7
9290,11
9291,6
9292,6
9293,11
9294,7
9295,2
9296,8
9297,8
9298,5
9299,4
9300,8
9301,6
9302,7
9303,1
9304,8
9305,4
9306,7
9307,6
9308,6
9309,9
9310,8
9311,8
9312,0
9313,11
9314,5
9315,6
9316,11
9317,5
9318,0
9319,11
9320,4
9321,7
9322,10
9323,9
9324,7
9325,8
9326,8
9327,0
9328,6
9329,8
9330,7
9331,4
9332,8
9333,0
9334,6
9335,3
9336,9
9337,8
9338,7
9339,3
9340,8
9341,6
9342,8
9343,4
9344,7
9345,0
9346,2
9347,0
9348,0
9349,7
9350,11
9351,7
9352,7
9353,6
9354,11
9355,11
9356,0
9357,7
9358,5
9359,7
9360,7
9361,0
9362,9
9363,9
9364,10
9365,11
9366,9
9367,6
9368,5
9369,11
9370,11
9371,8
9372,4
9373,1
9374,7
9375,0
9376,6
9377,11
9378,9
9379,7
9380,2
9381,0
9382,7
9383,10
9384,10
9385,5
9386,5
9387,0
9388,6
9389,6
9390,0
9391,0
9392,3
9393,11
9394,0
9395,5
9396,9
9397,0
9398,6
9399,0
9400,8
9401,2
9402,5
9403,6
9404,8
9405,7
9406,8
9407,7
9408,11
9409,6
9410,6
9411,0
9412,7
9413,10
9414,9
9415,0
9416,7
9417,6
9418,11
9419,10
9420,7
9421,6
9422,11
9423,5
9424,4
9425,7
9426,9
9427,7
9428,4
9429,2
9430,7
9431,6
9432,0
9433,4
9434,11
9435,0
9436,6
9437,2
9438,11
9439,7
9440,11
9441,8
9442,2
9443,5
9444,8
9445,0
9446,8
9447,9
9448,9
9449,1
9450,6
9451,7
9452,0
9453,0
9454,6
9455,11
9456,8
9457,11
9458,3
9459,7
9460,2
9461,7
9462,0
9463,2
9464,0
9465,0
9466,0
9467,5
9468,6
9469,11
9470,5
9471,0
9472,0
9473,8
9474,7
9475,5
9476,7
9477,7
9478,1
9479,2
9480,0
9481,5
9482,11
9483,5
9484,10
9485,7
9486,8
9487,7
9488,7
9489,2
9490,5
9491,11
9492,0
9493,11
9494,0
9495,8
9496,11
9497,5
9498,0
9499,7
9500,4
9501,6
9502,0
9503,6
9504,0
9505,7
9506,0
9507,4
9508,0
9509,2
9510,0
9511,9
9512,8
9513,9
9514,4
9515,7
9516,0
9517,11
9518,7
9519,6
9520,11
9521,2
9522,0
9523,11
9524,5
9525,5
9526,2
9527,3
9528,6
9529,2
9530,5
9531,4
9532,6
9533,7
9534,0
9535,0
9536,11
9537,11
9538,2
9539,7
9540,0
9541,11
9542,0
9543,4
9544,8
9545,0
9546,11
9547,8
9548,8
9549,2
9550,5
9551,6
9552,7
9553,8
9554,7
9555,11
9556,6
9557,7
9558,11
9559,9
9560,5
9561,7
9562,6
9563,0
9564,4
9565,4
9566,0
9567,8
9568,8
9569,5
9570,2
9571,11
9572,0
9573,8
9574,2
9575,0
9576,2
9577,4
9578,5
9579,7
9580,11
9581,0
9582,7
9583,8
9584,5
9585,11
9586,10
9587,1
9588,8
9589,3
9590,9
9591,7
9592,4
9593,6
9594,7
9595,7
9596,0
9597,6
9598,11
9599,6
9600,6
9601,0
9602,6
9603,7
9604,7
9605,4
9606,8
9607,10
9608,7
9609,8
9610,6
9611,8
9612,7
9613,7
9614,7
9615,9
9616,0
9617,3
9618,0
9619,7
9620,2
9621,9
9622,8
9623,0
9624,5
9625,3
9626,5
9627,0
9628,7
9629,4
9630,0
9631,7
9632,6
9633,2
9634,7
9635,10
9636,7
9637,11
9638,2
9639,8
9640,7
9641,3
9642,0
9643,7
9644,2
9645,0
9646,6
9647,2
9648,8
9649,8
9650,0
9651,8
9652,6
9653,2
9654,6
9655,6
9656,0
9657,1
9658,6
9659,8
9660,0
9661,6
9662,11
9663,8
9664,7
9665,0
9666,7
9667,6
9668,11
9669,1
9670,7
9671,8
9672,11
9673,7
9674,11
9675,7
9676,9
9677,4
9678,0
9679,6
9680,8
9681,0
9682,7
9683,2
9684,8
9685,4
9686,4
9687,8
9688,8
9689,8
9690,11
9691,0
9692,11
9693,10
9694,8
9695,8
9696,8
9697,6
9698,0
9699,7
9700,11
9701,6
9702,7
9703,1
9704,7
9705,0
9706,2
9707,9
9708,9
9709,2
9710,8
9711,5
9712,1
9713,7
9714,2
9715,0
9716,9
9717,5
9718,2
9719,4
9720,11
9721,7
9722,11
9723,10
9724,8
9725,7
9726,7
9727,11
9728,9
9729,11
9730,10
9731,11
9732,0
9733,11
9734,11
9735,1
9736,7
9737,9
9738,11
9739,0
9740,0
9741,9
9742,6
9743,2
9744,5
9745,1
9746,8
9747,5
9748,0
9749,2
9750,2
9751,6
9752,2
9753,0
9754,7
9755,7
9756,9
9757,0
9758,7
9759,8
9760,4
9761,0
9762,8
9763,0
9764,0
9765,8
9766,7
9767,2
9768,0
9769,4
9770,11
9771,11
9772,2
9773,7
9774,8
9775,5
9776,6
9777,8
9778,5
9779,8
9780,11
9781,6
9782,4
9783,0
9784,0
9785,6
9786,5
9787,7
9788,2
9789,0
9790,0
9791,8
9792,4
9793,8
9794,7
9795,10
9796,0
9797,11
9798,2
9799,7
9800,11
9801,1
9802,11
9803,11
9804,11
9805,2
9806,7
9807,4
9808,0
9809,7
9810,6
9811,8
9812,8
9813,11
9814,8
9815,11
9816,2
9817,11
9818,8
9819,11
9820,8
9821,11
9822,11
9823,5
9824,6
9825,6
9826,0
9827,2
9828,7
9829,6
9830,11
9831,8
9832,7
9833,7
9834,6
9835,7
9836,7
9837,7
9838,8
9839,8
9840,11
9841,0
9842,6
9843,0
9844,2
9845,7
9846,8
9847,2
9848,5
9849,2
9850,0
9851,11
9852,5
9853,7
9854,11
9855,9
9856,5
9857,0
9858,8
9859,11
9860,2
9861,7
9862,3
9863,7
9864,9
9865,8
9866,11
9867,0
9868,11
9869,0
9870,8
9871,11
9872,11
9873,10
9874,6
9875,4
9876,7
9877,0
9878,8
9879,8
9880,7
9881,11
9882,6
9883,7
9884,0
9885,11
9886,8
9887,8
9888,8
9889,11
9890,8
9891,8
9892,6
9893,8
9894,2
9895,0
9896,6
9897,5
9898,8
9899,0
9900,6
9901,11
9902,11
9903,0
9904,0
9905,5
9906,7
9907,7
9908,5
9909,2
9910,8
9911,11
9912,0
9913,2
9914,7
9915,11
9916,6
9917,3
9918,5
9919,8
9920,7
9921,8
9922,2
9923,8
9924,7
9925,5
9926,3
9927,3
9928,8
9929,6
9930,9
9931,4
9932,5
9933,7
9934,7
9935,11
9936,8
9937,11
9938,7
9939,3
9940,11
9941,7
9942,7
9943,7
9944,9
9945,0
9946,8
9947,7
9948,4
9949,7
9950,7
9951,0
9952,8
9953,7
9954,6
9955,4
9956,8
9957,7
9958,8
9959,8
9960,8
9961,9
9962,7
9963,8
9964,7
9965,11
9966,7
9967,0
9968,9
9969,9
9970,0
9971,11
9972,4
9973,7
9974,8
9975,8
9976,8
9977,2
9978,1
9979,8
9980,6
9981,0
9982,5
9983,6
9984,8
9985,7
9986,6
9987,0
9988,2
9989,0
9990,7
9991,5
9992,1
9993,7
9994,11
9995,5
9996,8
9997,8
9998,5
9999,0
10000,0
10001,2
10002,7
10003,1
10004,0
10005,5
10006,6
10007,8
10008,5
10009,5
10010,8
10011,2
10012,5
10013,11
10014,8
10015,8
10016,8
10017,6
10018,4
10019,0
10020,5
10021,0
10022,11
10023,10
10024,1
10025,4
10026,5
10027,7
10028,8
10029,0
10030,2
10031,6
10032,6
10033,8
10034,6
10035,6
10036,6
10037,0
10038,8
10039,7
10040,8
10041,5
10042,4
10043,8
10044,5
10045,6
10046,8
10047,2
10048,1
10049,6
10050,4
10051,10
10052,8
10053,5
10054,8
10055,3
10056,6
10057,5
10058,0
10059,2
10060,8
10061,8
10062,11
10063,8
10064,11
10065,10
10066,7
10067,5
10068,11
10069,11
10070,4
10071,8
10072,0
10073,11
10074,8
10075,6
10076,5
10077,5
10078,7
10079,7
10080,9
10081,8
10082,8
10083,6
10084,11
10085,0
10086,6
10087,5
10088,11
10089,8
10090,11
10091,4
10092,6
10093,0
10094,6
10095,0
10096,11
10097,11
10098,5
10099,4
10100,1
10101,8
10102,2
10103,5
10104,6
10105,11
10106,8
10107,10
10108,11
10109,0
10110,0
10111,8
10112,5
10113,11
10114,11
10115,0
10116,11
10117,6
10118,8
10119,7
10120,8
10121,8
10122,11
10123,6
10124,5
10125,5
10126,0
10127,11
10128,11
10129,10
10130,8
10131,4
10132,0
10133,2
10134,8
10135,11
10136,7
10137,8
10138,5
10139,5
10140,8
10141,7
10142,6
10143,4
10144,11
10145,7
10146,11
10147,0
10148,7
10149,9
10150,8
10151,6
10152,6
10153,7
10154,10
10155,8
10156,7
10157,7
10158,7
10159,0
10160,4
10161,3
10162,1
10163,5
10164,5
10165,8
10166,2
10167,7
10168,0
10169,6
10170,9
10171,8
10172,0
10173,7
10174,8
10175,0
10176,11
10177,8
10178,0
10179,8
10180,7
10181,4
10182,7
10183,7
10184,5
10185,9
10186,2
10187,5
10188,6
10189,8
10190,10
10191,9
10192,0
10193,7
10194,6
10195,11
10196,7
10197,0
10198,11
10199,8
10200,6
10201,1
10202,5
10203,6
10204,7
10205,8
10206,8
10207,5
10208,6
10209,7
10210,1
10211,6
10212,8
10213,6
10214,0
10215,7
10216,6
10217,7
10218,5
10219,9
10220,9
10221,8
10222,4
10223,8
10224,2
10225,11
10226,2
10227,2
10228,5
10229,11
10230,6
10231,0
10232,6
10233,0
10234,2
10235,11
10236,8
10237,10
10238,7
10239,0
10240,5
10241,8
10242,4
10243,3
10244,10
10245,0
10246,5
10247,8
10248,8
10249,2
10250,9
10251,2
10252,0
10253,8
10254,7
10255,7
10256,0
10257,9
10258,7
10259,8
10260,10
10261,9
10262,6
10263,7
10264,7
10265,6
10266,2
10267,2
10268,7
10269,6
10270,0
10271,7
10272,7
10273,6
10274,5
10275,4
10276,11
10277,0
10278,1
10279,6
10280,8
10281,6
10282,7
10283,0
10284,8
10285,8
10286,0
10287,3
10288,8
10289,0
10290,3
10291,11
10292,4
10293,7
10294,4
10295,4
10296,7
10297,8
10298,8
10299,0
10300,7
10301,0
10302,7
10303,8
10304,6
10305,1
10306,8
10307,4
10308,7
10309,0
10310,11
10311,9
10312,8
10313,0
10314,5
10315,7
10316,8
10317,8
10318,9
10319,9
10320,0
10321,9
10322,11
10323,5
10324,0
10325,11
10326,8
10327,11
10328,8
10329,6
10330,0
10331,8
10332,6
10333,0
10334,5
10335,7
10336,7
10337,5
10338,0
10339,2
10340,11
10341,11
10342,2
10343,7
10344,5
10345,6
10346,4
10347,3
10348,5
10349,11
10350,8
10351,7
10352,2
10353,5
10354,5
10355,1
10356,0
10357,0
10358,7
10359,11
10360,11
10361,5
10362,0
10363,6
10364,6
10365,4
10366,6
10367,7
10368,8
10369,4
10370,5
10371,11
10372,6
10373,3
10374,11
10375,3
10376,0
10377,2
10378,5
10379,8
10380,5
10381,3
10382,3
10383,5
10384,7
10385,11
10386,7
10387,6
10388,0
10389,2
10390,6
10391,6
10392,7
10393,5
10394,7
10395,0
10396,7
10397,0
10398,8
10399,8
10400,8
10401,1
10402,5
10403,4
10404,0
10405,11
10406,5
10407,2
10408,7
10409,8
10410,7
10411,0
10412,2
10413,9
10414,7
10415,11
10416,7
10417,0
10418,5
10419,8
10420,8
10421,3
10422,0
10423,8
10424,8
10425,1
10426,2
10427,1
10428,2
10429,3
10430,8
10431,8
10432,9
10433,0
10434,3
10435,7
10436,8
10437,4
10438,0
10439,9
10440,11
10441,8
10442,0
10443,0
10444,8
10445,8
10446,8
10447,1
10448,7
10449,9
10450,6
10451,1
10452,9
10453,4
10454,5
10455,8
10456,0
10457,6
10458,0
10459,7
10460,10
10461,7
10462,2
10463,11
10464,7
10465,7
10466,9
10467,11
10468,7
10469,8
10470,8
10471,1
10472,5
10473,7
10474,11
10475,3
10476,0
10477,4
10478,9
10479,3
10480,7
10481,5
10482,0
10483,9
10484,7
10485,8
10486,4
10487,6
10488,11
10489,7
10490,11
10491,0
10492,0
10493,6
10494,0
10495,2
10496,0
10497,6
10498,5
10499,6
10500,0
10501,0
10502,8
10503,1
10504,0
10505,0
10506,10
10507,6
10508,7
10509,11
10510,0
10511,11
10512,5
10513,8
10514,7
10515,8
10516,7
10517,7
10518,5
10519,0
10520,5
10521,8
10522,0
10523,9
10524,8
10525,8
10526,4
10527,7
10528,0
10529,8
10530,7
10531,1
10532,10
10533,10
10534,7
10535,7
10536,7
10537,7
10538,0
10539,4
10540,0
10541,7
10542,11
10543,0
10544,8
10545,2
10546,0
10547,2
10548,7
10549,7
10550,11
10551,5
10552,0
10553,7
10554,8
10555,11
10556,3
10557,7
10558,0
10559,7
10560,2
10561,8
10562,7
10563,6
10564,8
10565,7
10566,1
10567,6
10568,7
10569,8
10570,3
10571,11
10572,6
10573,6
10574,0
10575,8
10576,5
10577,11
10578,6
10579,8
10580,0
10581,11
10582,8
10583,7
10584,8
10585,7
10586,0
10587,11
10588,5
10589,7
10590,0
10591,7
10592,2
10593,9
10594,5
10595,7
10596,9
10597,0
10598,0
10599,11
10600,6
10601,9
10602,7
10603,5
10604,2
10605,11
10606,7
10607,2
10608,7
10609,7
10610,4
10611,5
10612,5
10613,5
10614,7
10615,2
10616,2
10617,8
10618,11
10619,2
10620,0
10621,7
10622,8
10623,0
10624,6
10625,5
10626,8
10627,3
10628,11
10629,11
10630,0
10631,0
10632,11
10633,7
10634,8
10635,8
10636,1
10637,5
10638,11
10639,3
10640,3
10641,7
10642,8
10643,7
10644,11
10645,0
10646,8
10647,7
10648,11
10649,2
10650,5
10651,2
10652,6
10653,11
10654,0
10655,2
10656,7
10657,7
10658,0
10659,7
10660,11
10661,8
10662,0
10663,8
10664,5
10665,2
10666,8
10667,8
10668,8
10669,0
10670,9
10671,0
10672,0
10673,11
10674,5
10675,0
10676,11
10677,0
10678,0
10679,4
10680,3
10681,11
10682,11
10683,2
10684,5
10685,8
10686,5
10687,6
10688,7
10689,2
10690,2
10691,8
10692,0
10693,6
10694,11
10695,6
10696,5
10697,7
10698,1
10699,6
10700,7
10701,0
10702,6
10703,0
10704,7
10705,11
10706,8
10707,11
10708,7
10709,0
10710,11
10711,2
10712,3
10713,7
10714,11
10715,6
10716,6
10717,8
10718,9
10719,6
10720,8
10721,8
10722,6
10723,0
10724,6
10725,7
10726,7
10727,6
10728,11
10729,0
10730,5
10731,1
10732,8
10733,2
10734,10
10735,7
10736,5
10737,7
10738,7
10739,6
10740,8
10741,0
10742,7
10743,1
10744,2
10745,8
10746,11
10747,5
10748,8
10749,2
10750,7
10751,1
10752,6
10753,4
10754,8
10755,11
10756,0
10757,8
10758,1
10759,2
10760,0
10761,7
10762,6
10763,7
10764,9
10765,2
10766,7
10767,11
10768,6
10769,0
10770,2
10771,3
10772,8
10773,1
10774,2
10775,8
10776,11
10777,6
10778,8
10779,1
10780,2
10781,7
10782,5
10783,4
10784,7
10785,5
10786,11
10787,11
10788,8
10789,0
10790,7
10791,8
10792,8
10793,9
10794,8
10795,8
10796,7
10797,8
10798,6
10799,7
10800,6
10801,2
10802,0
10803,7
10804,7
10805,7
10806,8
10807,11
10808,8
10809,7
10810,8
10811,8
10812,2
10813,0
10814,0
10815,8
10816,7
10817,2
10818,7
10819,10
10820,2
10821,1
10822,11
10823,7
10824,8
10825,2
10826,8
10827,7
10828,7
10829,8
10830,2
10831,4
10832,9
10833,1
10834,8
10835,0
10836,7
10837,8
10838,0
10839,11
10840,0
10841,10
10842,7
10843,2
10844,3
10845,7
10846,11
10847,8
10848,0
10849,5
10850,0
10851,7
10852,5
10853,6
10854,0
10855,11
10856,0
10857,4
10858,8
10859,11
10860,9
10861,2
10862,0
10863,8
10864,11
10865,7
10866,5
10867,8
10868,0
10869,0
10870,0
10871,7
10872,4
10873,2
10874,7
10875,7
10876,7
10877,0
10878,7
10879,11
10880,7
10881,11
10882,7
10883,1
10884,7
10885,2
10886,10
10887,8
10888,0
10889,5
10890,5
10891,8
10892,11
10893,8
10894,0
10895,0
10896,6
10897,6
10898,7
10899,7
10900,5
10901,1
10902,2
10903,8
10904,5
10905,0
10906,6
10907,3
10908,8
10909,11
10910,0
10911,7
10912,0
10913,5
10914,8
10915,6
10916,8
10917,1
10918,8
10919,5
10920,11
10921,8
10922,4
10923,0
10924,7
10925,7
10926,8
10927,0
10928,4
10929,0
10930,7
10931,6
10932,0
10933,0
10934,5
10935,0
10936,11
10937,5
10938,7
10939,5
10940,11
10941,11
10942,10
10943,8
10944,7
10945,6
10946,5
10947,5
10948,5
10949,6
10950,6
10951,3
10952,5
10953,8
10954,11
10955,0
10956,0
10957,8
10958,8
10959,0
10960,0
10961,8
10962,8
10963,11
10964,3
10965,0
10966,0
10967,6
10968,5
10969,1
10970,3
10971,11
10972,0
10973,8
10974,8
10975,11
10976,4
10977,5
10978,5
10979,10
10980,1
10981,0
10982,7
10983,7
10984,8
10985,8
10986,6
10987,7
10988,5
10989,2
10990,6
10991,9
10992,5
10993,5
10994,7
10995,2
10996,7
10997,7
10998,11
10999,2
11000,8
11001,9
11002,2
11003,7
11004,1
11005,8
11006,8
11007,0
11008,7
11009,8
11010,8
11011,6
11012,8
11013,6
11014,4
11015,8
11016,6
11017,2
11018,11
11019,9
11020,8
11021,11
11022,11
11023,8
11024,11
11025,8
11026,0
11027,8
11028,1
11029,7
11030,7
11031,7
11032,4
11033,5
11034,5
11035,11
11036,0
11037,0
11038,9
11039,11
11040,5
11041,7
11042,2
11043,5
11044,1
11045,8
11046,11
11047,2
11048,0
11049,11
11050,11
11051,0
11052,7
11053,0
11054,7
11055,7
11056,9
11057,0
11058,11
11059,8
11060,5
11061,5
11062,8
11063,8
11064,0
11065,8
11066,2
11067,2
11068,0
11069,6
11070,7
11071,0
11072,9
11073,11
11074,8
11075,1
11076,3
11077,10
11078,10
11079,0
11080,1
11081,8
11082,10
11083,6
11084,8
11085,6
11086,0
11087,2
11088,11
11089,0
11090,9
11091,2
11092,11
11093,4
11094,7
11095,6
11096,0
11097,4
11098,11
11099,11
11100,5
11101,6
11102,7
11103,0
11104,8
11105,5
11106,2
11107,11
11108,7
11109,0
11110,0
11111,5
11112,7
11113,0
11114,11
11115,8
11116,7
11117,11
11118,9
11119,7
11120,6
11121,2
11122,0
11123,0
11124,8
11125,7
11126,11
11127,11
11128,7
11129,5
11130,8
11131,6
11132,11
11133,8
11134,9
11135,11
11136,0
11137,7
11138,0
11139,7
11140,6
11141,9
11142,0
11143,0
11144,8
11145,0
11146,6
11147,7
11148,7
11149,10
11150,5
11151,1
11152,2
11153,8
11154,1
11155,11
11156,7
11157,8
11158,11
11159,6
11160,7
11161,1
11162,5
11163,7
11164,11
11165,8
11166,5
11167,0
11168,11
11169,6
11170,6
11171,0
11172,7
11173,7
11174,8
11175,8
11176,8
11177,11
11178,11
11179,11
11180,0
11181,8
11182,8
11183,3
11184,11
11185,6
11186,6
11187,1
11188,7
11189,8
11190,8
11191,6
11192,0
11193,7
11194,5
11195,7
11196,1
11197,8
11198,8
11199,11
11200,11
11201,2
11202,1
11203,0
11204,2
11205,10
11206,11
11207,5
11208,7
11209,8
11210,5
11211,8
11212,11
11213,11
11214,11
11215,0
11216,7
11217,5
11218,8
11219,7
11220,1
11221,5
11222,2
11223,0
11224,5
11225,11
11226,2
11227,8
11228,11
11229,8
11230,4
11231,11
11232,0
11233,7
11234,8
11235,8
11236,8
11237,6
11238,0
11239,7
11240,6
11241,0
11242,7
11243,2
11244,3
11245,0
11246,8
11247,11
11248,11
11249,11
11250,7
11251,7
11252,5
11253,8
11254,5
11255,5
11256,8
11257,6
11258,10
11259,9
11260,11
11261,7
11262,7
11263,4
11264,8
11265,2
11266,11
11267,9
11268,0
11269,8
11270,2
11271,6
11272,6
11273,7
11274,1
11275,9
11276,8
11277,0
11278,11
11279,11
11280,10
11281,5
11282,5
11283,6
11284,6
11285,7
11286,9
11287,11
11288,0
11289,8
11290,10
11291,5
11292,8
11293,8
11294,11
11295,4
11296,11
11297,3
11298,8
11299,0
11300,4
11301,5
11302,11
11303,7
11304,2
11305,9
11306,8
11307,11
11308,7
11309,5
11310,2
11311,7
11312,5
11313,2
11314,9
11315,0
11316,6
11317,2
11318,6
11319,8
11320,5
11321,8
11322,8
11323,0
11324,7
11325,6
11326,5
11327,8
11328,8
11329,8
11330,6
11331,6
11332,7
11333,8
11334,7
11335,0
11336,7
11337,6
11338,7
11339,5
11340,2
11341,2
11342,11
11343,6
11344,11
11345,8
11346,6
11347,6
11348,7
11349,5
11350,10
11351,7
11352,0
11353,0
11354,11
11355,8
11356,2
11357,6
11358,9
11359,7
11360,11
11361,8
11362,4
11363,7
11364,0
11365,7
11366,11
11367,11
11368,5
11369,10
11370,9
11371,6
11372,2
11373,6
11374,7
11375,6
11376,11
11377,0
11378,8
11379,11
11380,2
11381,8
11382,6
11383,7
11384,7
11385,3
11386,9
11387,7
11388,11
11389,7
